,SUNDAY  14th,,,,,
14:00,FC Porto,,,Casa Pia AC,Over 1.5 goals,80
16:30,Portimonense,,,Benfica,Over 1.5 goals,80
16:30,Sporting Braga,,,Santa Clara,Over 1.5 goals,80
16:30,Sporting Lisbon,,,Marítimo,Over 1.5 goals,80
