,SATURDAY 18th,,,,,
16:00,Aston Villa,3,0,Bournemouth,Over 1.5 goals,WON
16:00,Brentford,1,1,Leicester,Over 1.5 goals,WON
16:00,Wolves,2,4,Leeds,Over 1.5 goals,WON
18:30,Chelsea,2,2,Everton,1X & Under 4.5,WON
PP,Liverpool,,,Fulham,,
PP,Liverpool,,,Fulham,,
,,,,,,
,SUNDAY 19th,,,,,
15:00,Arsenal,4,1,Crystal Palace,1,WON
PP,Brighton,,,Man Utd,,
PP,Brighton,,,Man Utd,,
PP,Man City,,,West Ham,,
PP,Man City,,,West Ham,,
