,MONDAY 6th,,,,,
20:00,Rayo Vallecano,,,Almeria,Over 1.5 goals,60
,,,,,,
,SUNDAY 12th,,,,,
17:00,Almeria,,,Real Betis,Over 1.5 goals,50
17:00,Cadiz,,,Girona,Over 1.5 goals,90
17:00,Celta Vigo,,,Atletico Madrid,Over 1.5 goals,50
17:00,Espanyol,,,Real Sociedad,Over 1.5 goals,80
17:00,Getafe,,,Rayo Vallecano,Over 1.5 goals,90
17:00,Real Madrid,,,Elche,Over 1.5 goals,60
17:00,Real Valladolid,,,Osasuna,Over 1.5 goals,50
17:00,Sevilla,,,Real Mallorca,Over 1.5 goals,50
17:00,Valencia,,,Athletic Bilbao,Over 1.5 goals,50
17:00,Villarreal,,,Barcelona,Over 1.5 goals,50
