,MONDAY 6th,,,,,
14:00,Verona,,,Lazio,Over 1.5 goals,90
17:00,Monza,,,Sampdoria,Over 1.5 goals,60
,,,,,,
,TUESDAY 7th,,,,,
11:30,Salernitana,,,Juventus,Over 1.5 goals,50
