,TUESDAY 14th,,,,,
20:00,FC Porto,,,Inter Milan,Over 1.5 goals,90
20:00,Manchester City,,,RB Leipzig,Over 1.5 goals,60
,,,,,,
,WEDNESDAY 15th,,,,,
20:00,Napoli,,,Eintracht Frankfurt,Over 1.5 goals,55
20:00,Real Madrid,,,Liverpool,Over 1.5 goals,50
