,SATURDAY 8th,,,,,
12:30,Man United,,,Everton,X,70
15:00,Aston Villa,,,Nottingham,1,60
15:00,Brentford,,,Newcastle,X,50
15:00,Brentford,,,Newcastle,1X2 Corners - 2,50
15:00,Fulham,,,West Ham,2,65
15:00,Leicester,,,Bournemouth,1,80
15:00,Tottenham,,,Brighton,2,60
15:00,Wolves,,,Chelsea,2,60
15:00,Wolves,,,Chelsea,1X2 Corners - 2,60
17:30,Southampton,,,Man City,2,60
17:30,Southampton,,,Man City,1X2 Corners - 2,60
14:30,B. Dortmund,,,Union Berlin,1,50
14:30,B. leverkusen,,,E. Frankfurt,X,90
14:30,FC Augsburg,,,Cologne,1,55
14:30,Hertha Berlin,,,RB Leipzig,2,50
14:30,Mainz,,,Werder Bremen,1,70
17:30,SC Freiburg,,,Bayern Munich,2,70
17:45,Vitesse Arnhem,,,Go Ahead Eagles,1,90
17:45,PSV Eindhoven,,,FC Twente,Over 2.5 goals,60
16:00,Angers,,,Lille,2,90
20:00,Nice,,,PSG,2,50
17:00,Espanyol,,,Athletic Bilbao,2,60
17:00,Espanyol,,,Athletic Bilbao,1X2 Corners - 2,60
17:00,Osasuna,,,Elche,HT X,65
17:00,Real Madrid,,,Villarreal,1,70
17:00,Real Sociedad,,,Getafe,1,50
,,,,,,
,SUNDAY 9th,,,,,
20:00,Rayo Vallecano,,,Atletico Madrid,2,90
15:15,Real Betis,,,Cadiz,1,60
15:00,Aberdeen,,,Kilmarnock,1,60
15:00,Celtic,,,Rangers,GG,60
12:00,Lyon,,,Rennes,X,55
14:00,Montpellier,,,Toulouse,1,90
14:00,RC Lens,,,Strasbourg,1,50
14:00,Reims,,,Brest,1,50
16:00,Nantes,,,Monaco,2,60
19:45,Lorient,,,Marseille,2,50
11:15,FC Twente,,,Cambuur,Over 2.5 goals,50
13:30,Ajax,,,Fortuna Sittard,Over 2.5 goals,90
15:45,AZ Alkmaar,,,Sparta Rotherdam,1,80
19:00,Feyenoord,,,FC Waalwijk,1,80
14:30,M'gladbach,,,Wolfsburg,GG,90
18:30,Hoffenheim,,,Schalke 04,Over 8.5 Corners,50
14:00,Leeds,,,Crystal Palace,Over 2.5 goals,60
14:00,Leeds,,,Crystal Palace,Over 7.5 Corners,50
16:30,Liverpool,,,Arsenal,GG & Over 2.5 goals,70
