,FRIDAY  5th,,,,,
19:00,RKC Waalwijk,,,FC Volendam,Over 1.5 goals,90
,,,,,,
,SATURDAY  6th,,,,,
17:45,Sparta Rotterdam,,,PSV Eindhoven,Over 1.5 goals,90
19:00,Cambuur,,,FC Utrecht,Over 1.5 goals,60
19:00,NEC Nijmegen,,,Heereven,Over 1.5 goals,60
20:00,Ajax,,,AZ Alkmaar,Over 1.5 goals,80
,,,,,,
,SUNDAY  7th,,,,,
11:15,Emmen,,,FC Twente,Over 1.5 goals,50
13:30,Excelsior,,,Feyenoord,Over 1.5 goals,90
13:30,Go Ahead Eagles,,,Groningen,Over 1.5 goals,80
15:45,Fortuna Sittard,,,Vitesse Arnhem,Over 1.5 goals,50
