,SATURDAY 18th,,,,,
14:00,Real Sociedad,1,1,Celta Vigo,1X,won
16:15,Real Betis,4,6,Real Valladolid,Under 12.5 Corners,won
18:30,Real Mallorca,4,2,Villarreal,Over 1.5 goals,won
18:30,Real Mallorca,4,4,Villarreal,Over 7.5 Corners,won
21:00,Osasuna,0,2,Real Madrid,X2,won
,,,,,,
,SUNDAY 19th,,,,,
14:00,Elche,10,5,Espanyol,Under 12.5 Corners,loss
16:15,Rayo Vallecano,1,1,Sevilla,HT Under 1.5,won
18:30,Atletico Madrid,1,0,Athletic Bilbao,15 Min Draw,won
21:00,Barcelona,2,0,Cadiz,1,won
21:00,Barcelona,5,6,Cadiz,Under 12.5 Corners,won
