,SATURDAY 18th,,,,,
16:00,Celtic,,,Aberdeen,Over 8.5 Corners,60
16:00,Dundee Utd,,,St. Johnstone,Under 12.5 Corners,60
16:00,Hibernian,,,Kilmarnock,Under 3.5 goals,50
16:00,Livingston,,,Ranger,2,55
16:00,St Mirren,,,Ross County,Home Over 0.5,50
,SUNDAY 19th,,,,,
12:00,Motherwell,,,Hearts,X2,50
