,SUNDAY 16th,,,,,
14:00,FC Porto,,,Gil Vicente,Over 1.5 goals,80
16:30,Sporting Lisbon,,,Estoril Praia,Over 1.5,80
16:30,Vitória Guimarães,,,Sporting Braga,Over 1.5,80
16:30,Vizela,,,Benfica,Over 1.5,80
