,Saturday 8th,,,,,
12:30,Man United,,,Everton,1X,70
15:00,Aston Villa,,,Nottingham,Over 1.5 goals,60
15:00,Brentford,,,Newcastle,Over 2.5 goals,50
15:00,Brentford,,,Newcastle,1X2 Corners - 2,50
15:00,Fulham,,,West Ham,Over 1.5 goals,65
15:00,Fulham,,,West Ham,Over 7.5 Corners,70
15:00,Leicester,,,Bournemouth,Corner Over -7.5,80
15:00,Tottenham,,,Brighton,Over 1.5 goals,60
15:00,Wolves,,,Chelsea,Over 1.5 goals,60
15:00,Wolves,,,Chelsea,1X2 Corners - 2,60
17:30,Southampton,,,Man City,2,60
17:30,Southampton,,,Man City,1X2 Corners - 2,60
,,,,,,
,SUNDAY 9th,,,,,
14:00,Leeds,,,Crystal Palace,Over 1.5 goals,60
14:00,Leeds,,,Crystal Palace,Over 7.5 Corners,50
16:30,Liverpool,,,Arsenal,Over 1.5 goals,70
